Specie,Kingdom,Role,Degree,Sum(connections strength),Networks presence
"Volucella pellucens","Animals","Pollinator",1,1.0000,4
"Zygaena filipendulae ","Animals","Pollinator",2,2.0000,4
"Achillea millefolium","Plants","Plant",14,14.0000,7
"Aegopodium podagraria","Plants","Plant",6,6.0000,2
"Allium scorodoprasum","Plants","Plant",5,5.0000,2
"Angelica sylvestris","Plants","Plant",17,17.0000,4
"Calystegia sepium","Plants","Plant",5,5.0000,2
"Cerastium glomeratum","Plants","Plant",1,1.0000,2
"Chaerophyllum temulentum","Plants","Plant",20,20.0000,3
"Chamomilla recutita","Plants","Plant",4,4.0000,3
"Chrysanthemum maximum","Plants","Plant",2,2.0000,2
"Cirsium arvense","Plants","Plant",22,22.0000,7
"Cirsium vulgare","Plants","Plant",14,14.0000,3
"Daucus carota","Plants","Plant",6,6.0000,4
"Echium vulgare","Plants","Plant",7,7.0000,3
"Epilobium montanum","Plants","Plant",7,7.0000,2
"Eupatorium cannabinum","Plants","Plant",9,9.0000,3
"Geranium robertianum","Plants","Plant",7,7.0000,5
"Hypericum perforatum","Plants","Plant",1,1.0000,2
"Juncus effusus","Plants","Plant",6,6.0000,3
"Lapsana communis","Plants","Plant",14,14.0000,3
"Lychnis flos-cuculi","Plants","Plant",6,6.0000,4
"Malva sylvestris","Plants","Plant",3,3.0000,3
"Melilotus albus","Plants","Plant",15,15.0000,2
"Myosotis palustris","Plants","Plant",9,9.0000,3
"Prunella vulgaris","Plants","Plant",3,3.0000,7
"Ranunculus repens","Plants","Plant",7,7.0000,2
"Senecio jacobea","Plants","Plant",14,14.0000,3
"Silene dioica","Plants","Plant",24,24.0000,6
"Sonchus arvensis","Plants","Plant",6,6.0000,2
"Sonchus palustris","Plants","Plant",8,8.0000,2
"Stachys palustris","Plants","Plant",9,9.0000,3
"Stachys sylvatica","Plants","Plant",11,11.0000,4
"Tanacetum vulgare","Plants","Plant",17,17.0000,2
"Trifolium dubium","Plants","Plant",6,6.0000,4
"Trifolium repens","Plants","Plant",15,15.0000,11
"Tripleurospermum inodorum","Plants","Plant",31,31.0000,2
"Verbascum thapsus","Plants","Plant",13,13.0000,3
"Veronica agrestis","Plants","Plant",2,2.0000,2
"Vicia hirsuta","Plants","Plant",11,11.0000,2
"Vicia sepium","Plants","Plant",6,6.0000,3
